iata,icao,airport_name,city,country,lat,lon,tz
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,United States,30.40730094909668,-89.07009887695312,America/Chicago
AZO,KAZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.234901428222656,-85.5521011352539,America/New_York
TOL,KTOL,Toledo Express Airport,Toledo,United States,41.58679962,-83.80780029,America/New_York
FWA,KFWA,Fort Wayne International Airport,Fort Wayne,United States,40.97850037,-85.19509888,America/New_York
DEC,KDEC,Decatur Airport,Decatur,United States,39.834598541259766,-88.8656997680664,America/Chicago
CID,KCID,The Eastern Iowa Airport,Cedar Rapids,United States,41.884700775146484,-91.71080017089844,America/Chicago
LSE,KLSE,La Crosse Municipal Airport,La Crosse,United States,43.879002,-91.256699,America/Chicago
CWA,KCWA,Central Wisconsin Airport,Wassau,United States,44.7775993347,-89.6668014526,America/Chicago
PIA,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,United States,40.664199829100006,-89.6932983398,America/Chicago
ATW,KATW,Appleton International Airport,Appleton,United States,44.258098602299995,-88.5190963745,America/Chicago
RST,KRST,Rochester International Airport,Rochester,United States,43.90829849243164,-92.5,America/Chicago
CMI,KCMI,University of Illinois Willard Airport,Champaign,United States,40.03919983,-88.27809906,America/Chicago
MHK,KMHK,Manhattan Regional Airport,Manhattan,United States,39.14099884033203,-96.6707992553711,America/Chicago
KGC,YKSC,Kingscote Airport,Kingscote,Australia,-35.71390151977539,137.52099609375,Australia/Adelaide
HVB,YHBA,Hervey Bay Airport,Hervey Bay,Australia,-25.3188991547,152.880004883,Australia/Brisbane
DLU,ZPDL,Dali Airport,Dali,China,25.649401,100.319,Asia/Shanghai
MZV,WBMU,Mulu Airport,Mulu,Malaysia,4.048329830169678,114.80500030517578,Asia/Kuala_Lumpur
SSH,HESH,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.9773006439,34.3950004578,Africa/Cairo
FKL,KFKL,Venango Regional Airport,Franklin,United States,41.3778991699,-79.8603973389,America/New_York
NBO,HKJK,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.31923997402,36.9277992249,Africa/Nairobi
SEU,HTSN,Seronera Airport,Seronera,Tanzania,-2.45806,34.822498,Africa/Dar_es_Salaam
FTE,SAWC,El Calafate Airport,El Calafate,Argentina,-50.2803,-72.053101,America/Argentina/Rio_Gallegos
ARM,YARM,Armidale Airport,Armidale,Australia,-30.528099060099997,151.617004395,Australia/Sydney
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,United States,39.1223983765,-108.527000427,America/Denver
SGU,KSGU,St George Municipal Airport,Saint George,United States,37.036389,-113.510306,America/Denver
DWH,KDWH,David Wayne Hooks Memorial Airport,Houston,United States,30.0618000031,-95.55280303960001,America/Chicago
SRQ,KSRQ,Sarasota Bradenton International Airport,Sarasota,United States,27.39539909362793,-82.55439758300781,America/New_York
BDA,TXKF,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841308594,-64.67870330810547,Atlantic/Bermuda
VNY,KVNY,Van Nuys Airport,Van Nuys,United States,34.209800720215,-118.48999786377,America/Los_Angeles
MLI,KMLI,Quad City International Airport,Moline,United States,41.44850158691406,-90.50749969482422,America/Chicago
PFN,KPFN,Panama City-Bay Co International Airport,Panama City,United States,30.212099,-85.6828,America/Chicago
HIR,AGGH,Honiara International Airport,Honiara,Solomon Islands,-9.4280004501343,160.05499267578,Pacific/Guadalcanal
PPT,NTAA,Faa'a International Airport,Papeete,French Polynesia,-17.553699,-149.606995,Pacific/Tahiti
INU,ANYN,Nauru International Airport,Nauru,Nauru,-0.547458,166.919006,Pacific/Nauru
FUN,NGFU,Funafuti International Airport,Funafuti,Tuvalu,-8.525,179.195999,Pacific/Funafuti
OVB,UNNT,Tolmachevo Airport,Novosibirsk,Russia,55.012599945068,82.650703430176,Asia/Krasnoyarsk
XKH,VLXK,Xieng Khouang Airport,Phon Savan,Laos,19.450001,103.157997,Asia/Vientiane
BIS,KBIS,Bismarck Municipal Airport,Bismarck,United States,46.772701263427734,-100.74600219726562,America/Chicago
TEX,KTEX,Telluride Regional Airport,Telluride,United States,37.9538002,-107.9079971,America/Denver
HGN,VTCH,Mae Hong Son Airport,Mae Hong Son,Thailand,19.301300048828125,97.97579956054688,Asia/Bangkok
RAP,KRAP,Rapid City Regional Airport,Rapid City,United States,44.0452995300293,-103.05699920654297,America/Denver
CLD,KCRQ,Mc Clellan-Palomar Airport,Carlsbad,United States,33.12829971,-117.2799988,America/Los_Angeles
FNT,KFNT,Bishop International Airport,Flint,United States,42.96540069580078,-83.74359893798828,America/New_York
DVO,RPMD,Francisco Bangoy International Airport,Davao,Philippines,7.1255202293396,125.64600372314453,Asia/Manila
FNC,LPMA,Madeira Airport,Funchal,Portugal,32.697899,-16.7745,Europe/Lisbon
STM,SBSN,Maestro Wilson Fonseca Airport,Santarem,Brazil,-2.4247219562530518,-54.785831451416016,America/Belem
KOS,VDSV,Sihanoukville International Airport,Sihanoukville,Cambodia,10.57970047,103.637001038,Asia/Phnom_Penh
YOA,CYOA,Ekati Airport,Ekati,Canada,64.6988983154,-110.614997864,America/Edmonton
NPE,NZNR,Hawke's Bay Airport,NAPIER,New Zealand,-39.465801,176.869995,Pacific/Auckland
LEV,NFNB,Levuka Airfield,Levuka,Fiji,-17.7110996246,178.759002686,Pacific/Fiji
LXA,ZULS,Lhasa Gonggar Airport,Lhasa,China,29.2978000641,90.91190338130001,Asia/Shanghai
RDD,KRDD,Redding Municipal Airport,Redding,United States,40.50899887,-122.2929993,America/Los_Angeles
EUG,KEUG,Mahlon Sweet Field,Eugene,United States,44.12459945678711,-123.21199798583984,America/Los_Angeles
IDA,KIDA,Idaho Falls Regional Airport,Idaho Falls,United States,43.514599,-112.070999,America/Denver
MFR,KMFR,Rogue Valley International Medford Airport,Medford,United States,42.37419891357422,-122.87300109863281,America/Los_Angeles
KBZ,NZKI,Kaikoura Airport,Kaikoura,New Zealand,-42.42499923706055,173.60499572753906,Pacific/Auckland
RDM,KRDM,Roberts Field,Redmond-Bend,United States,44.2541008,-121.1500015,America/Los_Angeles
PCN,NZPN,Picton Aerodrome,Picton,New Zealand,-41.346099853516,173.95599365234,Pacific/Auckland
WDH,FYWH,Hosea Kutako International Airport,Windhoek,Namibia,-22.4799,17.4709,Africa/Windhoek
YWH,CYWH,Victoria Harbour Seaplane Base,Victoria,Canada,48.4249858939,-123.388867378,America/Vancouver
TNA,ZSJN,Yaoqiang Airport,Jinan,China,36.857200622558594,117.21600341796875,Asia/Shanghai
CZX,ZSCG,Changzhou Benniu Airport,Changzhou,China,31.919701,119.778999,Asia/Shanghai
YBP,ZUYB,Yibin Caiba Airport,Yibin,China,28.8005555556,104.545,Asia/Shanghai
TJM,USTR,Roshchino International Airport,Tyumen,Russia,57.189601898199996,65.3243026733,Asia/Yekaterinburg
CAK,KCAK,Akron Canton Regional Airport,Akron,United States,40.916099548339844,-81.44219970703125,America/New_York
HSV,KHSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.637199401855,-86.775100708008,America/Chicago
PKB,KPKB,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,39.34510040283203,-81.43920135498047,America/New_York
MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,32.30059814,-86.39399719,America/Chicago
TRI,KTRI,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,36.475201,-82.407401,America/New_York
PAH,KPAH,Barkley Regional Airport,PADUCAH,United States,37.06079864501953,-88.7738037109375,America/Chicago
JIB,HDAM,Djibouti-Ambouli Airport,Djibouti,Djibouti,11.547300338745117,43.15950012207031,Africa/Djibouti
HAK,ZJHK,Haikou Meilan International Airport,Haikou,China,19.934900283813477,110.45899963378906,Asia/Shanghai
MFA,HTMA,Mafia Island Airport,Mafia Island,Tanzania,-7.917478,39.668502,Africa/Dar_es_Salaam
PGA,KPGA,Page Municipal Airport,Page,United States,36.92610168,-111.447998,America/Phoenix
UII,MHUT,Utila Airport,Utila,Honduras,16.1131,-86.880302,America/Tegucigalpa
FCA,KGPI,Glacier Park International Airport,Kalispell,United States,48.31050109863281,-114.25599670410156,America/Denver
MBS,KMBS,MBS International Airport,Saginaw,United States,43.532901763916016,-84.07959747314453,America/New_York
BGM,KBGM,Greater Binghamton/Edwin A Link field,Binghamton,United States,42.20869827,-75.97979736,America/New_York
BGW,ORBI,Baghdad International Airport,Baghdad,Iraq,33.262500762900004,44.2346000671,Asia/Baghdad
NNT,VTCN,Nan Airport,Nan,Thailand,18.807899475097656,100.78299713134766,Asia/Bangkok
ROI,VTUV,Roi Et Airport,Roi Et,Thailand,16.11680030822754,103.77400207519531,Asia/Bangkok
BFV,VTUO,Buri Ram Airport,Buri Ram,Thailand,15.229499816894531,103.25299835205078,Asia/Bangkok
TDX,VTBO,Trat Airport,Trat,Thailand,12.274600029,102.319000244,Asia/Bangkok
BLH,KBLH,Blythe Airport,Blythe,United States,33.6192016602,-114.717002869,America/Los_Angeles
IQA,ORAA,Al Asad Air Base,Al Asad,Iraq,33.7855987549,42.4412002563,Asia/Baghdad
TQD,ORAT,Al Taqaddum Air Base,Al Taqaddum,Iraq,33.33810043335,43.597099304199,Asia/Baghdad
XQC,ORBD,Joint Base Balad,Al Bakr,Iraq,33.940200805699995,44.361598968500005,Asia/Baghdad
CRK,RPLC,Diosdado Macapagal International Airport,Angeles City,Philippines,15.186,120.559998,Asia/Manila
SDK,WBKS,Sandakan Airport,Sandakan,Malaysia,5.900899887084961,118.05899810791016,Asia/Kuala_Lumpur
LXG,VLLN,Luang Namtha Airport,Luang Namtha,Laos,20.966999,101.400002,Asia/Vientiane
ODY,VLOS,Oudomsay Airport,Muang Xay,Laos,20.68269920349121,101.99400329589844,Asia/Vientiane
SHE,ZYTX,Taoxian Airport,Shenyang,China,41.639801025390625,123.48300170898438,Asia/Shanghai
DOY,ZSDY,Dongying Shengli Airport,Dongying,China,37.5085983276,118.788002014,Asia/Shanghai
MNI,TRPG,John A. Osborne Airport,Geralds,Montserrat,16.791400909423828,-62.19329833984375,America/Montserrat
PSG,PAPG,Petersburg James A Johnson Airport,Petersburg,United States,56.80170059,-132.9450073,America/Anchorage
LYA,ZHLY,Luoyang Airport,Luoyang,China,34.741100311299995,112.388000488,Asia/Shanghai
XUZ,ZSXZ,Xuzhou Guanyin Airport,Xuzhou,China,34.059056,117.555278,Asia/Shanghai
MWQ,VYMW,Magway Airport,Magwe,Burma,20.1656,94.941399,Asia/Rangoon
KHM,VYKI,Kanti Airport,Khamti,Burma,25.988300323486328,95.67440032958984,Asia/Rangoon
DLI,VVDL,Lien Khuong Airport,Dalat,Vietnam,11.75,108.366997,Asia/Saigon
VDH,VVDH,Dong Hoi Airport,Dong Hoi,Vietnam,17.515,106.590556,Asia/Saigon
VKG,VVRG,Rach Gia Airport,Rach Gia,Vietnam,9.95802997234,105.132379532,Asia/Saigon
CAH,VVCM,Cà Mau Airport,Ca Mau,Vietnam,9.177667,105.177778,Asia/Saigon
VCL,VVCA,Chu Lai International Airport,Chu Lai,Vietnam,15.403300285299999,108.706001282,Asia/Saigon
TBB,VVTH,Dong Tac Airport,Tuy Hoa,Vietnam,13.049599647500001,109.333999634,Asia/Saigon
PYY,VTCI,Mae Hong Son Airport,Pai,Thailand,19.3719997406,98.43699646,Asia/Bangkok
BWK,LDSB,Bol Airport,Brac,Croatia,43.285701751708984,16.67970085144043,Europe/Zagreb
NSI,FKYS,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,3.722559928894043,11.553299903869629,Africa/Douala
CKY,GUCY,Conakry International Airport,Conakry,Guinea,9.57689,-13.612,Africa/Conakry
AAH,EDKA,Aachen-Merzbrück Airport,Aachen,Germany,50.823055267333984,6.186388969421387,Europe/Berlin
FKB,EDSB,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,48.7793998718,8.08049964905,Europe/Berlin
SFB,KSFB,Orlando Sanford International Airport,Sanford,United States,28.777599334716797,-81.23750305175781,America/New_York
JST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,United States,40.31610107421875,-78.83390045166016,America/New_York
LUA,VNLK,Lukla Airport,Lukla,Nepal,27.686899185180664,86.72969818115234,Asia/Katmandu
BHP,VNBJ,Bhojpur Airport,Bhojpur,Nepal,27.14739990234375,87.05079650878906,Asia/Katmandu
LDN,VNLD,Lamidanda Airport,Lamidanda,Nepal,27.25309944152832,86.66999816894531,Asia/Katmandu
JMO,VNJS,Jomsom Airport,Jomsom,Nepal,28.780426,83.723,Asia/Katmandu
NGX,VNMA,Manang Airport,Manang,Nepal,28.641399,84.089203,Asia/Katmandu
PPL,VNPL,Phaplu Airport,Phaplu,Nepal,27.517787,86.584454,Asia/Katmandu
RUM,VNRT,Rumjatar Airport,Rumjatar,Nepal,27.303499221801758,86.55039978027344,Asia/Katmandu
DNP,VNDG,Tulsipur Airport,Dang,Nepal,28.111099243164062,82.29419708251953,Asia/Katmandu
RUK,VNRK,Rukum Chaurjahari Airport,Rukumkot,Nepal,28.627001,82.195,Asia/Katmandu
JUM,VNJL,Jumla Airport,Jumla,Nepal,29.2742,82.193298,Asia/Katmandu
TPJ,VNTJ,Taplejung Airport,Taplejung,Nepal,27.3509,87.69525,Asia/Katmandu
TMI,VNTR,Tumling Tar Airport,Tumling Tar,Nepal,27.315001,87.193298,Asia/Katmandu
SKH,VNSK,Surkhet Airport,Surkhet,Nepal,28.586,81.636002,Asia/Katmandu
IMK,VNST,Simikot Airport,Simikot,Nepal,29.971099853515625,81.81890106201172,Asia/Katmandu
DOP,VNDP,Dolpa Airport,Dolpa,Nepal,28.985700607299805,82.81909942626953,Asia/Katmandu
BJH,VNBG,Bajhang Airport,Bajhang,Nepal,29.538999557495117,81.1854019165039,Asia/Katmandu
DHI,VNDH,Dhangarhi Airport,Dhangarhi,Nepal,28.753299713134766,80.58190155029297,Asia/Katmandu
MWX,RKJB,Muan International Airport,Muan,South Korea,34.991406,126.382814,Asia/Seoul
JTY,LGPL,Astypalaia Airport,Astypalaia,Greece,36.5798988342,26.3757991791,Europe/Athens
JIK,LGIK,Ikaria Airport,Ikaria,Greece,37.6827011108,26.3470993042,Europe/Athens
JKL,LGKY,Kalymnos Airport,Kalymnos,Greece,36.9632987976,26.9405994415,Europe/Athens
MLO,LGML,Milos Airport,Milos,Greece,36.696899,24.4769,Europe/Athens
JNX,LGNX,Naxos Airport,Cyclades Islands,Greece,37.0811004639,25.3680992126,Europe/Athens
PAS,LGPA,Paros National Airport,Paros,Greece,37.020495,25.113195,Europe/Athens
KZS,LGKJ,Kastelorizo Airport,Kastelorizo,Greece,36.1417007446,29.576400756799995,Europe/Athens
RMF,HEMA,Marsa Alam International Airport,Marsa Alam,Egypt,25.557100296,34.5836982727,Africa/Cairo
NRN,EDLV,Weeze Airport,Weeze,Germany,51.6024017334,6.14216995239,Europe/Berlin
USU,RPVV,Francisco B. Reyes Airport,Busuanga,Philippines,12.1215000153,120.099998474,Asia/Manila
BXU,RPME,Bancasi Airport,Butuan,Philippines,8.9515,125.4788,Asia/Manila
DPL,RPMG,Dipolog Airport,Dipolog,Philippines,8.60198349877,123.341875076,Asia/Manila
LAO,RPLI,Laoag International Airport,Laoag,Philippines,18.1781005859375,120.53199768066406,Asia/Manila
LGP,RPLP,Legazpi City International Airport,Legazpi,Philippines,13.1575,123.735,Asia/Manila
OZC,RPMO,Labo Airport,Ozamis,Philippines,8.178509712219238,123.84200286865234,Asia/Manila
CEB,RPVM,Mactan Cebu International Airport,Cebu,Philippines,10.307499885559,123.97899627686,Asia/Manila
NOD,EDWS,Norden-Norddeich Airport,Norden,Germany,53.633056640599996,7.19027805328,Europe/Berlin
JUI,EDWJ,Juist Airport,Juist,Germany,53.68111038208008,7.055832862854004,Europe/Berlin
BPS,SBPS,Porto Seguro Airport,Porto Seguro,Brazil,-16.438601,-39.080898,America/Fortaleza
QIG,SNIG,Iguatu Airport,Iguatu,Brazil,-6.346640110015869,-39.293800354003906,America/Fortaleza
PMW,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,-10.291500091600001,-48.35699844359999,America/Fortaleza
CLV,SBCN,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,-17.725299835205,-48.607498168945,America/Sao_Paulo
MSO,KMSO,Missoula International Airport,Missoula,United States,46.91630173,-114.0910034,America/Denver
BKQ,YBCK,Blackall Airport,Blackall,Australia,-24.427799224900003,145.429000854,Australia/Brisbane
BDB,YBUD,Bundaberg Airport,Bundaberg,Australia,-24.903900146499996,152.319000244,Australia/Brisbane
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon,United States,35.95240020751953,-112.14700317382812,America/Phoenix
SGR,KSGR,Sugar Land Regional Airport,Sugar Land,United States,29.622299194336,-95.65650177002,America/Chicago
APA,KAPA,Centennial Airport,Denver,United States,39.57009888,-104.848999,America/Denver
CVN,KCVN,Clovis Municipal Airport,Clovis,United States,34.4250984192,-103.07900238,America/Denver
FST,KFST,Fort Stockton Pecos County Airport,Fort Stockton,United States,30.9157009125,-102.916000366,America/Chicago
LVS,KLVS,Las Vegas Municipal Airport,Las Vegas,United States,35.6542015076,-105.141998291,America/Denver
IWS,KIWS,West Houston Airport,Houston,United States,29.818199157699997,-95.67259979250001,America/Chicago
LRU,KLRU,Las Cruces International Airport,Las Cruces,United States,32.289398193359375,-106.9219970703125,America/Denver
BKD,KBKD,Stephens County Airport,Breckenridge,United States,32.71900177,-98.89099884030001,America/Chicago
TPL,KTPL,Draughon Miller Central Texas Regional Airport,Temple,United States,31.15250015258789,-97.40779876708984,America/Chicago
OZA,KOZA,Ozona Municipal Airport,Ozona,United States,30.735300064087,-101.20300292969,America/Chicago
KDM,VRMT,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,0.48813098669052124,72.99690246582031,Indian/Maldives
LAK,CYKD,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,68.223297,-135.00599,America/Edmonton
YWJ,CYWJ,Déline Airport,Deline,Canada,65.21109771728516,-123.43599700927734,America/Edmonton
ZFN,CZFN,Tulita Airport,Tulita,Canada,64.909697,-125.572998,America/Edmonton
YGH,CYGH,Fort Good Hope Airport,Fort Good Hope,Canada,66.24079895019531,-128.6510009765625,America/Edmonton
TAH,NVVW,Tanna Airport,Tanna,Vanuatu,-19.45509910583496,169.2239990234375,Pacific/Efate
YPC,CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,69.3608381154,-124.075469971,America/Edmonton
SRZ,SLET,El Trompillo Airport,Santa Cruz,Bolivia,-17.8115997314,-63.1715011597,America/La_Paz
SAB,TNCS,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,17.645000457763672,-63.220001220703125,America/Curacao
EGE,KEGE,Eagle County Regional Airport,Vail,United States,39.64260101,-106.9179993,America/Denver
SKN,ENSK,Stokmarknes Skagen Airport,Stokmarknes,Norway,68.578826904297,15.033416748047,Europe/Oslo
CGF,KCGF,Cuyahoga County Airport,Richmond Heights,United States,41.5651016235,-81.4863967896,America/New_York
MFD,KMFD,Mansfield Lahm Regional Airport,Mansfield,United States,40.82139968869999,-82.5166015625,America/New_York
CSG,KCSG,Columbus Metropolitan Airport,Columbus,United States,32.516300201416016,-84.93890380859375,America/New_York
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,United States,34.5676994324,-98.4166030884,America/Chicago
FNL,KFNL,Northern Colorado Regional Airport,Fort Collins,United States,40.451804,-105.011,America/Denver
FLG,KFLG,Flagstaff Pulliam Airport,Flagstaff,United States,35.13850021,-111.6709976,America/Phoenix
TVL,KTVL,Lake Tahoe Airport,South Lake Tahoe,United States,38.89390182495117,-119.99500274658203,America/Los_Angeles
TWF,KTWF,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,42.4818,-114.487999,America/Denver
MVY,KMVY,Martha's Vineyard Airport,Vineyard Haven MA,United States,41.3931007385,-70.6143035889,America/New_York
CON,KCON,Concord Municipal Airport,Concord NH,United States,43.20270157,-71.50229645,America/New_York
GON,KGON,Groton New London Airport,Groton CT,United States,41.330101013183594,-72.04509735107422,America/New_York
STC,KSTC,St Cloud Regional Airport,Saint Cloud,United States,45.546600341796875,-94.05989837646484,America/Chicago
BPE,ZBDH,Qinhuangdao Beidaihe Airport,Bagan,Burma,39.666389,119.058889,Asia/Shanghai
GTR,KGTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,33.450298309299995,-88.5914001465,America/Chicago
GOJ,UWGG,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,56.230098724365,43.784000396729,Europe/Moscow
HQM,KHQM,Bowerman Airport,Hoquiam,United States,46.971199035599994,-123.93699646,America/Los_Angeles
ERI,KERI,Erie International Tom Ridge Field,Erie,United States,42.0831270134,-80.1738667488,America/New_York
HYA,KHYA,Barnstable Municipal Boardman Polando Field,Barnstable,United States,41.66930008,-70.28040314,America/New_York
SPR,MZSP,San Pedro Airport,San Pedro,Belize,17.9139,-87.9711,America/Belize
SDX,KSEZ,Sedona Airport,Sedona,United States,34.848598480225,-111.78800201416,America/Phoenix
MGW,KMGW,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,39.64289856,-79.91629791,America/New_York
CRW,KCRW,Yeager Airport,Charleston,United States,38.37310028076172,-81.59320068359375,America/New_York
AVP,KAVP,Wilkes Barre Scranton International Airport,Scranton,United States,41.338500976599995,-75.72339630130001,America/New_York
BJI,KBJI,Bemidji Regional Airport,Bemidji,United States,47.50939941,-94.93370056,America/Chicago
THG,YTNG,Thangool Airport,Biloela,Australia,-24.493900299072266,150.5760040283203,Australia/Brisbane
FGI,NSFI,Fagali'i Airport,Apia,Samoa,-13.848699569699999,-171.740005493,Pacific/Apia
BNK,YBNA,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,-28.8339004517,153.56199646,Australia/Sydney
FAR,KFAR,Hector International Airport,Fargo,United States,46.92070007324219,-96.81580352783203,America/Chicago
MKC,KMKC,Charles B. Wheeler Downtown Airport,Kansas City,United States,39.123199462890625,-94.5927963256836,America/Chicago
RBE,VDRK,Ratanakiri Airport,Ratanakiri,Cambodia,13.729999542236328,106.98699951171875,Asia/Phnom_Penh
GCC,KGCC,Gillette Campbell County Airport,Gillette,United States,44.348899841299996,-105.539001465,America/Denver
TOF,UNTT,Bogashevo Airport,Tomsk,Russia,56.380298614502,85.208297729492,Asia/Krasnoyarsk
NZJ,KNZJ,El Toro Marine Corps Air Station,Santa Ana,United States,33.67610168457031,-117.73100280761719,America/Los_Angeles
PHY,VTPB,Phetchabun Airport,Phetchabun,Thailand,16.6760005951,101.194999695,Asia/Bangkok
CJM,VTSE,Chumphon Airport,Chumphon,Thailand,10.711199760437012,99.36170196533203,Asia/Bangkok
JZH,ZUJZ,Jiuzhai Huanglong Airport,Jiuzhaigou,China,32.8533333333,103.682222222,Asia/Shanghai
SWA,ZGOW,Jieyang Chaoshan International Airport,Shantou,China,23.552,116.5033,Asia/Shanghai
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,Guyana,6.498549938201904,-58.25410079956055,America/Guyana
AGT,SGES,Guarani International Airport,Ciudad del Este,Paraguay,-25.454516,-54.842682,America/Asuncion
OGL,SYGO,Eugene F. Correira International Airport,Georgetown,Guyana,6.80628,-58.1059,America/Guyana
KAI,PKSA,Kaieteur International Airport,Kaieteur,Guyana,5.17275476456,-59.491481781,America/Guyana
DNH,ZLDH,Dunhuang Airport,Dunhuang,China,40.16109848022461,94.80919647216797,Asia/Shanghai
AOI,LIPY,Ancona Falconara Airport,Ancona,Italy,43.616299,13.3623,Europe/Rome
TCP,HETB,Taba International Airport,Taba,Egypt,29.587799072299998,34.7780990601,Africa/Cairo
LYB,MWCL,Edward Bodden Airfield,Little Cayman,Cayman Islands,19.660161,-80.088826,America/Cayman
BJV,LTFE,Milas Bodrum International Airport,Bodrum,Turkey,37.25059890749999,27.6643009186,Europe/Istanbul
TBJ,DTKA,Tabarka 7 Novembre Airport,Tabarka,Tunisia,36.97999954223633,8.87693977355957,Africa/Tunis
SAW,LTFJ,Sabiha Gökçen International Airport,Istanbul,Turkey,40.898601532,29.3092002869,Europe/Istanbul
SCE,KUNV,University Park Airport,State College Pennsylvania,United States,40.8493003845,-77.84870147710001,America/New_York
BME,YBRM,Broome International Airport,Broome,Australia,-17.944700241088867,122.23200225830078,Australia/Perth
NTL,YWLM,Newcastle Airport,Newcastle,Australia,-32.79499816894531,151.83399963378906,Australia/Sydney
KLU,LOWK,Klagenfurt Airport,Klagenfurt,Austria,46.642502,14.3377,Europe/Vienna
HFT,ENHF,Hammerfest Airport,Hammerfest,Norway,70.679702758789,23.668600082397,Europe/Oslo
HVG,ENHV,Valan Airport,Honningsvag,Norway,71.009696960449,25.983600616455,Europe/Oslo
MEH,ENMH,Mehamn Airport,Mehamn,Norway,71.02970123291,27.826700210571,Europe/Oslo
VDS,ENVD,Vadsø Airport,Vadsø,Norway,70.065299987793,29.844699859619,Europe/Oslo
IKA,OIIE,Imam Khomeini International Airport,Tehran,Iran,35.416099548339844,51.152198791503906,Asia/Tehran
MHD,OIMM,Mashhad International Airport,Mashhad,Iran,36.235198974609375,59.64099884033203,Asia/Tehran
UIK,UIBS,Ust-Ilimsk Airport,Ust Ilimsk,Russia,58.13610076904297,102.56500244140625,Asia/Irkutsk
MEI,KMEI,Key Field,Meridian,United States,32.33259963989258,-88.75189971923828,America/Chicago
SPI,KSPI,Abraham Lincoln Capital Airport,Springfield,United States,39.84410095,-89.67790222,America/Chicago
CEZ,KCEZ,Cortez Municipal Airport,Cortez,United States,37.3030014038,-108.627998352,America/Denver
HDN,KHDN,Yampa Valley Airport,Hayden,United States,40.48120117,-107.2180023,America/Denver
GUP,KGUP,Gallup Municipal Airport,Gallup,United States,35.511100769,-108.789001465,America/Denver
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,United States,37.0442009,-100.9599991,America/Chicago
LAA,KLAA,Lamar Municipal Airport,Lamar,United States,38.069698333699996,-102.68800354,America/Denver
GLD,KGLD,Renner Field-Goodland Municipal Airport,Goodland,United States,39.37060165,-101.6989975,America/Denver
COD,KCOD,Yellowstone Regional Airport,Cody,United States,44.520198822,-109.024002075,America/Denver
HOV,ENOV,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,62.180000305176,6.0741000175476,Europe/Oslo
ISC,EGHE,St. Mary's Airport,ST MARY\'S,United Kingdom,49.913299560546875,-6.291669845581055,Europe/London
SGF,KSGF,Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321,America/Chicago
NVK,ENNK,Narvik Framnes Airport,Narvik,Norway,68.436897277832,17.386699676514,Europe/Oslo
BVG,ENBV,Berlevåg Airport,Berlevag,Norway,70.871399,29.034201,Europe/Oslo
FBU,ENFB,"Oslo, Fornebu Airport",Oslo,Norway,59.89580154418945,10.617199897766113,Europe/Oslo
NSK,UOOO,Norilsk-Alykel Airport,Norilsk,Russia,69.31109619140625,87.33219909667969,Asia/Krasnoyarsk
AAQ,URKA,Anapa Vityazevo Airport,Anapa,Russia,45.002101898193,37.347301483154,Europe/Moscow
JLN,KJLN,Joplin Regional Airport,Joplin,United States,37.151798248291016,-94.49829864501953,America/Chicago
ABE,KABE,Lehigh Valley International Airport,Allentown,United States,40.652099609375,-75.44080352783203,America/New_York
XNA,KXNA,Northwest Arkansas Regional Airport,Bentonville,United States,36.281898,-94.306801,America/Chicago
GUW,UATG,Atyrau Airport,Atyrau,Kazakhstan,47.12189865112305,51.8213996887207,Asia/Oral
KZO,UAOO,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,44.706902,65.592499,Asia/Qyzylorda
